litmus,family,fenced,schedule,seed,issue_stall_percent,backpressure_percent,r0,r1,outcome,herd_allowed_outcomes,status,first_mismatch,cycles,simultaneous_bank_cycles,axi_wait_cycles,rvfi_trace,event_trace,enriched_trace
RW,read_write,false,4,58170,55,0,0,0,"0,0",4,PASS,none,143,0,3,build/coherent/rtl_litmus_traces/rw_04_rvfi.csv,build/coherent/rtl_litmus_traces/rw_04_events.csv,build/coherent/rtl_litmus_traces/rw_04_enriched.jsonl
RW,read_write,false,5,58301,0,25,0,0,"0,0",4,PASS,none,105,0,10,build/coherent/rtl_litmus_traces/rw_05_rvfi.csv,build/coherent/rtl_litmus_traces/rw_05_events.csv,build/coherent/rtl_litmus_traces/rw_05_enriched.jsonl
RW,read_write,false,6,58432,10,25,0,0,"0,0",4,PASS,none,107,0,3,build/coherent/rtl_litmus_traces/rw_06_rvfi.csv,build/coherent/rtl_litmus_traces/rw_06_events.csv,build/coherent/rtl_litmus_traces/rw_06_enriched.jsonl
RW,read_write,false,7,58563,25,25,0,0,"0,0",4,PASS,none,112,0,3,build/coherent/rtl_litmus_traces/rw_07_rvfi.csv,build/coherent/rtl_litmus_traces/rw_07_events.csv,build/coherent/rtl_litmus_traces/rw_07_enriched.jsonl
RW,read_write,false,8,58694,40,25,0,0,"0,0",4,PASS,none,120,0,2,build/coherent/rtl_litmus_traces/rw_08_rvfi.csv,build/coherent/rtl_litmus_traces/rw_08_events.csv,build/coherent/rtl_litmus_traces/rw_08_enriched.jsonl
RW,read_write,false,9,58825,55,25,0,0,"0,0",4,PASS,none,137,0,3,build/coherent/rtl_litmus_traces/rw_09_rvfi.csv,build/coherent/rtl_litmus_traces/rw_09_events.csv,build/coherent/rtl_litmus_traces/rw_09_enriched.jsonl
RW,read_write,false,10,58956,0,50,0,1,"0,1",4,PASS,none,122,0,26,build/coherent/rtl_litmus_traces/rw_10_rvfi.csv,build/coherent/rtl_litmus_traces/rw_10_events.csv,build/coherent/rtl_litmus_traces/rw_10_enriched.jsonl
RW,read_write,false,11,59087,10,50,0,0,"0,0",4,PASS,none,108,0,9,build/coherent/rtl_litmus_traces/rw_11_rvfi.csv,build/coherent/rtl_litmus_traces/rw_11_events.csv,build/coherent/rtl_litmus_traces/rw_11_enriched.jsonl
RW,read_write,false,12,59218,25,50,0,0,"0,0",4,PASS,none,113,0,6,build/coherent/rtl_litmus_traces/rw_12_rvfi.csv,build/coherent/rtl_litmus_traces/rw_12_events.csv,build/coherent/rtl_litmus_traces/rw_12_enriched.jsonl
RW,read_write,false,13,59349,40,50,0,0,"0,0",4,PASS,none,123,0,22,build/coherent/rtl_litmus_traces/rw_13_rvfi.csv,build/coherent/rtl_litmus_traces/rw_13_events.csv,build/coherent/rtl_litmus_traces/rw_13_enriched.jsonl
RW,read_write,false,14,59480,55,50,0,0,"0,0",4,PASS,none,138,0,9,build/coherent/rtl_litmus_traces/rw_14_rvfi.csv,build/coherent/rtl_litmus_traces/rw_14_events.csv,build/coherent/rtl_litmus_traces/rw_14_enriched.jsonl
RW,read_write,false,15,59611,0,75,0,0,"0,0",4,PASS,none,113,0,27,build/coherent/rtl_litmus_traces/rw_15_rvfi.csv,build/coherent/rtl_litmus_traces/rw_15_events.csv,build/coherent/rtl_litmus_traces/rw_15_enriched.jsonl
RW,read_write,false,16,59742,10,75,0,1,"0,1",4,PASS,none,144,0,50,build/coherent/rtl_litmus_traces/rw_16_rvfi.csv,build/coherent/rtl_litmus_traces/rw_16_events.csv,build/coherent/rtl_litmus_traces/rw_16_enriched.jsonl
RW,read_write,false,17,59873,25,75,1,0,"1,0",4,PASS,none,129,0,58,build/coherent/rtl_litmus_traces/rw_17_rvfi.csv,build/coherent/rtl_litmus_traces/rw_17_events.csv,build/coherent/rtl_litmus_traces/rw_17_enriched.jsonl
RW,read_write,false,18,60004,40,75,0,0,"0,0",4,PASS,none,147,0,49,build/coherent/rtl_litmus_traces/rw_18_rvfi.csv,build/coherent/rtl_litmus_traces/rw_18_events.csv,build/coherent/rtl_litmus_traces/rw_18_enriched.jsonl
RW,read_write,false,19,60135,55,75,1,0,"1,0",4,PASS,none,160,0,68,build/coherent/rtl_litmus_traces/rw_19_rvfi.csv,build/coherent/rtl_litmus_traces/rw_19_events.csv,build/coherent/rtl_litmus_traces/rw_19_enriched.jsonl
RW,read_write,false,20,60266,0,0,0,0,"0,0",4,PASS,none,100,0,2,build/coherent/rtl_litmus_traces/rw_20_rvfi.csv,build/coherent/rtl_litmus_traces/rw_20_events.csv,build/coherent/rtl_litmus_traces/rw_20_enriched.jsonl
RW,read_write,false,21,60397,10,0,0,0,"0,0",4,PASS,none,103,0,2,build/coherent/rtl_litmus_traces/rw_21_rvfi.csv,build/coherent/rtl_litmus_traces/rw_21_events.csv,build/coherent/rtl_litmus_traces/rw_21_enriched.jsonl
RW,read_write,false,22,60528,25,0,0,0,"0,0",4,PASS,none,111,0,1,build/coherent/rtl_litmus_traces/rw_22_rvfi.csv,build/coherent/rtl_litmus_traces/rw_22_events.csv,build/coherent/rtl_litmus_traces/rw_22_enriched.jsonl
RW,read_write,false,23,60659,40,0,0,0,"0,0",4,PASS,none,116,0,1,build/coherent/rtl_litmus_traces/rw_23_rvfi.csv,build/coherent/rtl_litmus_traces/rw_23_events.csv,build/coherent/rtl_litmus_traces/rw_23_enriched.jsonl
RW,read_write,false,24,60790,55,0,0,0,"0,0",4,PASS,none,132,0,3,build/coherent/rtl_litmus_traces/rw_24_rvfi.csv,build/coherent/rtl_litmus_traces/rw_24_events.csv,build/coherent/rtl_litmus_traces/rw_24_enriched.jsonl
RW_FENCE,read_write,true,0,61745,0,0,0,0,"0,0",4,PASS,none,110,0,4,build/coherent/rtl_litmus_traces/rw_fence_00_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_00_events.csv,build/coherent/rtl_litmus_traces/rw_fence_00_enriched.jsonl
RW_FENCE,read_write,true,1,61876,10,0,0,0,"0,0",4,PASS,none,110,0,1,build/coherent/rtl_litmus_traces/rw_fence_01_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_01_events.csv,build/coherent/rtl_litmus_traces/rw_fence_01_enriched.jsonl
RW_FENCE,read_write,true,2,62007,25,0,0,0,"0,0",4,PASS,none,114,0,3,build/coherent/rtl_litmus_traces/rw_fence_02_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_02_events.csv,build/coherent/rtl_litmus_traces/rw_fence_02_enriched.jsonl
RW_FENCE,read_write,true,3,62138,40,0,0,0,"0,0",4,PASS,none,129,0,5,build/coherent/rtl_litmus_traces/rw_fence_03_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_03_events.csv,build/coherent/rtl_litmus_traces/rw_fence_03_enriched.jsonl
RW_FENCE,read_write,true,4,62269,55,0,0,0,"0,0",4,PASS,none,146,0,3,build/coherent/rtl_litmus_traces/rw_fence_04_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_04_events.csv,build/coherent/rtl_litmus_traces/rw_fence_04_enriched.jsonl
RW_FENCE,read_write,true,5,62400,0,25,0,0,"0,0",4,PASS,none,112,0,10,build/coherent/rtl_litmus_traces/rw_fence_05_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_05_events.csv,build/coherent/rtl_litmus_traces/rw_fence_05_enriched.jsonl
RW_FENCE,read_write,true,6,62531,10,25,0,0,"0,0",4,PASS,none,113,0,3,build/coherent/rtl_litmus_traces/rw_fence_06_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_06_events.csv,build/coherent/rtl_litmus_traces/rw_fence_06_enriched.jsonl
RW_FENCE,read_write,true,7,62662,25,25,0,0,"0,0",4,PASS,none,127,0,10,build/coherent/rtl_litmus_traces/rw_fence_07_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_07_events.csv,build/coherent/rtl_litmus_traces/rw_fence_07_enriched.jsonl
RW_FENCE,read_write,true,8,62793,40,25,0,0,"0,0",4,PASS,none,131,0,3,build/coherent/rtl_litmus_traces/rw_fence_08_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_08_events.csv,build/coherent/rtl_litmus_traces/rw_fence_08_enriched.jsonl
RW_FENCE,read_write,true,9,62924,55,25,1,0,"1,0",4,PASS,none,163,0,16,build/coherent/rtl_litmus_traces/rw_fence_09_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_09_events.csv,build/coherent/rtl_litmus_traces/rw_fence_09_enriched.jsonl
RW_FENCE,read_write,true,10,63055,0,50,0,0,"0,0",4,PASS,none,116,0,22,build/coherent/rtl_litmus_traces/rw_fence_10_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_10_events.csv,build/coherent/rtl_litmus_traces/rw_fence_10_enriched.jsonl
RW_FENCE,read_write,true,11,63186,10,50,0,1,"0,1",4,PASS,none,127,0,14,build/coherent/rtl_litmus_traces/rw_fence_11_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_11_events.csv,build/coherent/rtl_litmus_traces/rw_fence_11_enriched.jsonl
RW_FENCE,read_write,true,12,63317,25,50,0,1,"0,1",4,PASS,none,137,0,22,build/coherent/rtl_litmus_traces/rw_fence_12_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_12_events.csv,build/coherent/rtl_litmus_traces/rw_fence_12_enriched.jsonl
RW_FENCE,read_write,true,13,63448,40,50,0,0,"0,0",4,PASS,none,127,0,13,build/coherent/rtl_litmus_traces/rw_fence_13_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_13_events.csv,build/coherent/rtl_litmus_traces/rw_fence_13_enriched.jsonl
RW_FENCE,read_write,true,14,63579,55,50,0,1,"0,1",4,PASS,none,145,0,24,build/coherent/rtl_litmus_traces/rw_fence_14_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_14_events.csv,build/coherent/rtl_litmus_traces/rw_fence_14_enriched.jsonl
RW_FENCE,read_write,true,15,63710,0,75,1,0,"1,0",4,PASS,none,122,0,46,build/coherent/rtl_litmus_traces/rw_fence_15_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_15_events.csv,build/coherent/rtl_litmus_traces/rw_fence_15_enriched.jsonl
RW_FENCE,read_write,true,16,63841,10,75,0,1,"0,1",4,PASS,none,132,0,32,build/coherent/rtl_litmus_traces/rw_fence_16_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_16_events.csv,build/coherent/rtl_litmus_traces/rw_fence_16_enriched.jsonl
RW_FENCE,read_write,true,17,63972,25,75,0,0,"0,0",4,PASS,none,131,0,63,build/coherent/rtl_litmus_traces/rw_fence_17_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_17_events.csv,build/coherent/rtl_litmus_traces/rw_fence_17_enriched.jsonl
RW_FENCE,read_write,true,18,64103,40,75,1,0,"1,0",4,PASS,none,137,0,38,build/coherent/rtl_litmus_traces/rw_fence_18_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_18_events.csv,build/coherent/rtl_litmus_traces/rw_fence_18_enriched.jsonl
RW_FENCE,read_write,true,19,64234,55,75,0,0,"0,0",4,PASS,none,183,0,51,build/coherent/rtl_litmus_traces/rw_fence_19_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_19_events.csv,build/coherent/rtl_litmus_traces/rw_fence_19_enriched.jsonl
RW_FENCE,read_write,true,20,64365,0,0,0,0,"0,0",4,PASS,none,110,0,4,build/coherent/rtl_litmus_traces/rw_fence_20_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_20_events.csv,build/coherent/rtl_litmus_traces/rw_fence_20_enriched.jsonl
RW_FENCE,read_write,true,21,64496,10,0,0,0,"0,0",4,PASS,none,111,0,4,build/coherent/rtl_litmus_traces/rw_fence_21_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_21_events.csv,build/coherent/rtl_litmus_traces/rw_fence_21_enriched.jsonl
RW_FENCE,read_write,true,22,64627,25,0,0,0,"0,0",4,PASS,none,119,0,4,build/coherent/rtl_litmus_traces/rw_fence_22_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_22_events.csv,build/coherent/rtl_litmus_traces/rw_fence_22_enriched.jsonl
RW_FENCE,read_write,true,23,64758,40,0,0,1,"0,1",4,PASS,none,135,0,7,build/coherent/rtl_litmus_traces/rw_fence_23_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_23_events.csv,build/coherent/rtl_litmus_traces/rw_fence_23_enriched.jsonl
RW_FENCE,read_write,true,24,64889,55,0,0,0,"0,0",4,PASS,none,161,0,1,build/coherent/rtl_litmus_traces/rw_fence_24_rvfi.csv,build/coherent/rtl_litmus_traces/rw_fence_24_events.csv,build/coherent/rtl_litmus_traces/rw_fence_24_enriched.jsonl
WR,write_read,false,0,65844,0,0,1,1,"1,1",2,PASS,none,82,0,9,build/coherent/rtl_litmus_traces/wr_00_rvfi.csv,build/coherent/rtl_litmus_traces/wr_00_events.csv,build/coherent/rtl_litmus_traces/wr_00_enriched.jsonl
WR,write_read,false,1,65975,10,0,1,1,"1,1",2,PASS,none,83,0,8,build/coherent/rtl_litmus_traces/wr_01_rvfi.csv,build/coherent/rtl_litmus_traces/wr_01_events.csv,build/coherent/rtl_litmus_traces/wr_01_enriched.jsonl
WR,write_read,false,2,66106,25,0,1,1,"1,1",2,PASS,none,99,0,6,build/coherent/rtl_litmus_traces/wr_02_rvfi.csv,build/coherent/rtl_litmus_traces/wr_02_events.csv,build/coherent/rtl_litmus_traces/wr_02_enriched.jsonl
WR,write_read,false,3,66237,40,0,1,1,"1,1",2,PASS,none,100,0,2,build/coherent/rtl_litmus_traces/wr_03_rvfi.csv,build/coherent/rtl_litmus_traces/wr_03_events.csv,build/coherent/rtl_litmus_traces/wr_03_enriched.jsonl
WR,write_read,false,4,66368,55,0,1,1,"1,1",2,PASS,none,150,0,5,build/coherent/rtl_litmus_traces/wr_04_rvfi.csv,build/coherent/rtl_litmus_traces/wr_04_events.csv,build/coherent/rtl_litmus_traces/wr_04_enriched.jsonl
WR,write_read,false,5,66499,0,25,1,1,"1,1",2,PASS,none,82,0,16,build/coherent/rtl_litmus_traces/wr_05_rvfi.csv,build/coherent/rtl_litmus_traces/wr_05_events.csv,build/coherent/rtl_litmus_traces/wr_05_enriched.jsonl
WR,write_read,false,6,66630,10,25,1,1,"1,1",2,PASS,none,87,0,11,build/coherent/rtl_litmus_traces/wr_06_rvfi.csv,build/coherent/rtl_litmus_traces/wr_06_events.csv,build/coherent/rtl_litmus_traces/wr_06_enriched.jsonl
WR,write_read,false,7,66761,25,25,1,1,"1,1",2,PASS,none,99,0,9,build/coherent/rtl_litmus_traces/wr_07_rvfi.csv,build/coherent/rtl_litmus_traces/wr_07_events.csv,build/coherent/rtl_litmus_traces/wr_07_enriched.jsonl
WR,write_read,false,8,66892,40,25,1,1,"1,1",2,PASS,none,101,0,24,build/coherent/rtl_litmus_traces/wr_08_rvfi.csv,build/coherent/rtl_litmus_traces/wr_08_events.csv,build/coherent/rtl_litmus_traces/wr_08_enriched.jsonl
WR,write_read,false,9,67023,55,25,1,1,"1,1",2,PASS,none,106,0,11,build/coherent/rtl_litmus_traces/wr_09_rvfi.csv,build/coherent/rtl_litmus_traces/wr_09_events.csv,build/coherent/rtl_litmus_traces/wr_09_enriched.jsonl
WR,write_read,false,10,67154,0,50,1,1,"1,1",2,PASS,none,82,0,29,build/coherent/rtl_litmus_traces/wr_10_rvfi.csv,build/coherent/rtl_litmus_traces/wr_10_events.csv,build/coherent/rtl_litmus_traces/wr_10_enriched.jsonl
WR,write_read,false,11,67285,10,50,1,1,"1,1",2,PASS,none,85,0,18,build/coherent/rtl_litmus_traces/wr_11_rvfi.csv,build/coherent/rtl_litmus_traces/wr_11_events.csv,build/coherent/rtl_litmus_traces/wr_11_enriched.jsonl
WR,write_read,false,12,67416,25,50,1,1,"1,1",2,PASS,none,91,0,10,build/coherent/rtl_litmus_traces/wr_12_rvfi.csv,build/coherent/rtl_litmus_traces/wr_12_events.csv,build/coherent/rtl_litmus_traces/wr_12_enriched.jsonl
WR,write_read,false,13,67547,40,50,1,1,"1,1",2,PASS,none,98,0,42,build/coherent/rtl_litmus_traces/wr_13_rvfi.csv,build/coherent/rtl_litmus_traces/wr_13_events.csv,build/coherent/rtl_litmus_traces/wr_13_enriched.jsonl
WR,write_read,false,14,67678,55,50,1,1,"1,1",2,PASS,none,117,0,10,build/coherent/rtl_litmus_traces/wr_14_rvfi.csv,build/coherent/rtl_litmus_traces/wr_14_events.csv,build/coherent/rtl_litmus_traces/wr_14_enriched.jsonl
WR,write_read,false,15,67809,0,75,1,1,"1,1",2,PASS,none,82,0,35,build/coherent/rtl_litmus_traces/wr_15_rvfi.csv,build/coherent/rtl_litmus_traces/wr_15_events.csv,build/coherent/rtl_litmus_traces/wr_15_enriched.jsonl
WR,write_read,false,16,67940,10,75,1,1,"1,1",2,PASS,none,87,0,21,build/coherent/rtl_litmus_traces/wr_16_rvfi.csv,build/coherent/rtl_litmus_traces/wr_16_events.csv,build/coherent/rtl_litmus_traces/wr_16_enriched.jsonl
WR,write_read,false,17,68071,25,75,1,1,"1,1",2,PASS,none,107,0,76,build/coherent/rtl_litmus_traces/wr_17_rvfi.csv,build/coherent/rtl_litmus_traces/wr_17_events.csv,build/coherent/rtl_litmus_traces/wr_17_enriched.jsonl
WR,write_read,false,18,68202,40,75,1,1,"1,1",2,PASS,none,108,0,42,build/coherent/rtl_litmus_traces/wr_18_rvfi.csv,build/coherent/rtl_litmus_traces/wr_18_events.csv,build/coherent/rtl_litmus_traces/wr_18_enriched.jsonl
WR,write_read,false,19,68333,55,75,1,1,"1,1",2,PASS,none,124,0,32,build/coherent/rtl_litmus_traces/wr_19_rvfi.csv,build/coherent/rtl_litmus_traces/wr_19_events.csv,build/coherent/rtl_litmus_traces/wr_19_enriched.jsonl
WR,write_read,false,20,68464,0,0,1,1,"1,1",2,PASS,none,82,0,9,build/coherent/rtl_litmus_traces/wr_20_rvfi.csv,build/coherent/rtl_litmus_traces/wr_20_events.csv,build/coherent/rtl_litmus_traces/wr_20_enriched.jsonl
WR,write_read,false,21,68595,10,0,1,1,"1,1",2,PASS,none,83,0,9,build/coherent/rtl_litmus_traces/wr_21_rvfi.csv,build/coherent/rtl_litmus_traces/wr_21_events.csv,build/coherent/rtl_litmus_traces/wr_21_enriched.jsonl
WR,write_read,false,22,68726,25,0,1,1,"1,1",2,PASS,none,91,0,4,build/coherent/rtl_litmus_traces/wr_22_rvfi.csv,build/coherent/rtl_litmus_traces/wr_22_events.csv,build/coherent/rtl_litmus_traces/wr_22_enriched.jsonl
WR,write_read,false,23,68857,40,0,1,1,"1,1",2,PASS,none,99,0,3,build/coherent/rtl_litmus_traces/wr_23_rvfi.csv,build/coherent/rtl_litmus_traces/wr_23_events.csv,build/coherent/rtl_litmus_traces/wr_23_enriched.jsonl
WR,write_read,false,24,68988,55,0,1,1,"1,1",2,PASS,none,120,0,5,build/coherent/rtl_litmus_traces/wr_24_rvfi.csv,build/coherent/rtl_litmus_traces/wr_24_events.csv,build/coherent/rtl_litmus_traces/wr_24_enriched.jsonl
WR_FENCE,write_read,true,0,69943,0,0,1,1,"1,1",2,PASS,none,115,0,8,build/coherent/rtl_litmus_traces/wr_fence_00_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_00_events.csv,build/coherent/rtl_litmus_traces/wr_fence_00_enriched.jsonl
WR_FENCE,write_read,true,1,70074,10,0,1,1,"1,1",2,PASS,none,118,0,5,build/coherent/rtl_litmus_traces/wr_fence_01_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_01_events.csv,build/coherent/rtl_litmus_traces/wr_fence_01_enriched.jsonl
WR_FENCE,write_read,true,2,70205,25,0,1,1,"1,1",2,PASS,none,126,0,8,build/coherent/rtl_litmus_traces/wr_fence_02_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_02_events.csv,build/coherent/rtl_litmus_traces/wr_fence_02_enriched.jsonl
WR_FENCE,write_read,true,3,70336,40,0,1,1,"1,1",2,PASS,none,132,0,5,build/coherent/rtl_litmus_traces/wr_fence_03_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_03_events.csv,build/coherent/rtl_litmus_traces/wr_fence_03_enriched.jsonl
WR_FENCE,write_read,true,4,70467,55,0,1,1,"1,1",2,PASS,none,158,0,8,build/coherent/rtl_litmus_traces/wr_fence_04_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_04_events.csv,build/coherent/rtl_litmus_traces/wr_fence_04_enriched.jsonl
WR_FENCE,write_read,true,5,70598,0,25,1,1,"1,1",2,PASS,none,115,0,8,build/coherent/rtl_litmus_traces/wr_fence_05_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_05_events.csv,build/coherent/rtl_litmus_traces/wr_fence_05_enriched.jsonl
WR_FENCE,write_read,true,6,70729,10,25,1,1,"1,1",2,PASS,none,120,0,11,build/coherent/rtl_litmus_traces/wr_fence_06_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_06_events.csv,build/coherent/rtl_litmus_traces/wr_fence_06_enriched.jsonl
WR_FENCE,write_read,true,7,70860,25,25,1,1,"1,1",2,PASS,none,129,0,7,build/coherent/rtl_litmus_traces/wr_fence_07_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_07_events.csv,build/coherent/rtl_litmus_traces/wr_fence_07_enriched.jsonl
WR_FENCE,write_read,true,8,70991,40,25,1,1,"1,1",2,PASS,none,138,0,15,build/coherent/rtl_litmus_traces/wr_fence_08_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_08_events.csv,build/coherent/rtl_litmus_traces/wr_fence_08_enriched.jsonl
WR_FENCE,write_read,true,9,71122,55,25,1,1,"1,1",2,PASS,none,146,0,2,build/coherent/rtl_litmus_traces/wr_fence_09_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_09_events.csv,build/coherent/rtl_litmus_traces/wr_fence_09_enriched.jsonl
WR_FENCE,write_read,true,10,71253,0,50,1,1,"1,1",2,PASS,none,115,0,8,build/coherent/rtl_litmus_traces/wr_fence_10_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_10_events.csv,build/coherent/rtl_litmus_traces/wr_fence_10_enriched.jsonl
WR_FENCE,write_read,true,11,71384,10,50,1,1,"1,1",2,PASS,none,138,0,38,build/coherent/rtl_litmus_traces/wr_fence_11_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_11_events.csv,build/coherent/rtl_litmus_traces/wr_fence_11_enriched.jsonl
WR_FENCE,write_read,true,12,71515,25,50,1,1,"1,1",2,PASS,none,133,0,34,build/coherent/rtl_litmus_traces/wr_fence_12_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_12_events.csv,build/coherent/rtl_litmus_traces/wr_fence_12_enriched.jsonl
WR_FENCE,write_read,true,13,71646,40,50,1,1,"1,1",2,PASS,none,142,0,26,build/coherent/rtl_litmus_traces/wr_fence_13_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_13_events.csv,build/coherent/rtl_litmus_traces/wr_fence_13_enriched.jsonl
WR_FENCE,write_read,true,14,71777,55,50,1,1,"1,1",2,PASS,none,151,0,9,build/coherent/rtl_litmus_traces/wr_fence_14_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_14_events.csv,build/coherent/rtl_litmus_traces/wr_fence_14_enriched.jsonl
WR_FENCE,write_read,true,15,71908,0,75,1,1,"1,1",2,PASS,none,155,0,72,build/coherent/rtl_litmus_traces/wr_fence_15_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_15_events.csv,build/coherent/rtl_litmus_traces/wr_fence_15_enriched.jsonl
WR_FENCE,write_read,true,16,72039,10,75,1,1,"1,1",2,PASS,none,143,0,57,build/coherent/rtl_litmus_traces/wr_fence_16_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_16_events.csv,build/coherent/rtl_litmus_traces/wr_fence_16_enriched.jsonl
WR_FENCE,write_read,true,17,72170,25,75,1,1,"1,1",2,PASS,none,189,0,71,build/coherent/rtl_litmus_traces/wr_fence_17_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_17_events.csv,build/coherent/rtl_litmus_traces/wr_fence_17_enriched.jsonl
WR_FENCE,write_read,true,18,72301,40,75,1,1,"1,1",2,PASS,none,195,0,100,build/coherent/rtl_litmus_traces/wr_fence_18_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_18_events.csv,build/coherent/rtl_litmus_traces/wr_fence_18_enriched.jsonl
WR_FENCE,write_read,true,19,72432,55,75,1,1,"1,1",2,PASS,none,172,0,51,build/coherent/rtl_litmus_traces/wr_fence_19_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_19_events.csv,build/coherent/rtl_litmus_traces/wr_fence_19_enriched.jsonl
WR_FENCE,write_read,true,20,72563,0,0,1,1,"1,1",2,PASS,none,115,0,8,build/coherent/rtl_litmus_traces/wr_fence_20_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_20_events.csv,build/coherent/rtl_litmus_traces/wr_fence_20_enriched.jsonl
WR_FENCE,write_read,true,21,72694,10,0,1,1,"1,1",2,PASS,none,117,0,6,build/coherent/rtl_litmus_traces/wr_fence_21_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_21_events.csv,build/coherent/rtl_litmus_traces/wr_fence_21_enriched.jsonl
WR_FENCE,write_read,true,22,72825,25,0,1,1,"1,1",2,PASS,none,119,0,3,build/coherent/rtl_litmus_traces/wr_fence_22_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_22_events.csv,build/coherent/rtl_litmus_traces/wr_fence_22_enriched.jsonl
WR_FENCE,write_read,true,23,72956,40,0,1,1,"1,1",2,PASS,none,136,0,12,build/coherent/rtl_litmus_traces/wr_fence_23_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_23_events.csv,build/coherent/rtl_litmus_traces/wr_fence_23_enriched.jsonl
WR_FENCE,write_read,true,24,73087,55,0,1,1,"1,1",2,PASS,none,155,0,6,build/coherent/rtl_litmus_traces/wr_fence_24_rvfi.csv,build/coherent/rtl_litmus_traces/wr_fence_24_events.csv,build/coherent/rtl_litmus_traces/wr_fence_24_enriched.jsonl
CO-RR,coherence_read_read,false,0,74042,0,0,0,1,"0,1",3,PASS,none,100,0,1,build/coherent/rtl_litmus_traces/co-rr_00_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_00_events.csv,build/coherent/rtl_litmus_traces/co-rr_00_enriched.jsonl
CO-RR,coherence_read_read,false,1,74173,10,0,0,1,"0,1",3,PASS,none,102,0,1,build/coherent/rtl_litmus_traces/co-rr_01_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_01_events.csv,build/coherent/rtl_litmus_traces/co-rr_01_enriched.jsonl
CO-RR,coherence_read_read,false,2,74304,25,0,0,1,"0,1",3,PASS,none,108,0,5,build/coherent/rtl_litmus_traces/co-rr_02_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_02_events.csv,build/coherent/rtl_litmus_traces/co-rr_02_enriched.jsonl
CO-RR,coherence_read_read,false,3,74435,40,0,0,1,"0,1",3,PASS,none,122,0,5,build/coherent/rtl_litmus_traces/co-rr_03_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_03_events.csv,build/coherent/rtl_litmus_traces/co-rr_03_enriched.jsonl
CO-RR,coherence_read_read,false,4,74566,55,0,0,0,"0,0",3,PASS,none,151,0,8,build/coherent/rtl_litmus_traces/co-rr_04_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_04_events.csv,build/coherent/rtl_litmus_traces/co-rr_04_enriched.jsonl
