litmus,family,fenced,schedule,seed,r0,r1,outcome,oracle,status,forbidden,invariant_failure,trace
RW_FENCE,read_write,true,13,21357,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_13.jsonl
RW_FENCE,read_write,true,14,21454,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_14.jsonl
RW_FENCE,read_write,true,15,21551,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_15.jsonl
RW_FENCE,read_write,true,16,21648,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_16.jsonl
RW_FENCE,read_write,true,17,21745,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_17.jsonl
RW_FENCE,read_write,true,18,21842,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_18.jsonl
RW_FENCE,read_write,true,19,21939,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_19.jsonl
RW_FENCE,read_write,true,20,22036,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_20.jsonl
RW_FENCE,read_write,true,21,22133,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_21.jsonl
RW_FENCE,read_write,true,22,22230,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_22.jsonl
RW_FENCE,read_write,true,23,22327,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_23.jsonl
RW_FENCE,read_write,true,24,22424,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/rw_fence_24.jsonl
WR,write_read,false,0,19648,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_00.jsonl
WR,write_read,false,1,19745,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_01.jsonl
WR,write_read,false,2,19842,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_02.jsonl
WR,write_read,false,3,19939,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_03.jsonl
WR,write_read,false,4,20036,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_04.jsonl
WR,write_read,false,5,20133,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_05.jsonl
WR,write_read,false,6,20230,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_06.jsonl
WR,write_read,false,7,20327,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_07.jsonl
WR,write_read,false,8,20424,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_08.jsonl
WR,write_read,false,9,20521,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_09.jsonl
WR,write_read,false,10,20618,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_10.jsonl
WR,write_read,false,11,20715,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_11.jsonl
WR,write_read,false,12,20812,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_12.jsonl
WR,write_read,false,13,20909,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_13.jsonl
WR,write_read,false,14,21006,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_14.jsonl
WR,write_read,false,15,21103,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_15.jsonl
WR,write_read,false,16,21200,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_16.jsonl
WR,write_read,false,17,21297,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_17.jsonl
WR,write_read,false,18,21394,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_18.jsonl
WR,write_read,false,19,21491,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_19.jsonl
WR,write_read,false,20,21588,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_20.jsonl
WR,write_read,false,21,21685,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_21.jsonl
WR,write_read,false,22,21782,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_22.jsonl
WR,write_read,false,23,21879,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_23.jsonl
WR,write_read,false,24,21976,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_24.jsonl
WR_FENCE,write_read,true,0,20096,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_00.jsonl
WR_FENCE,write_read,true,1,20193,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_01.jsonl
WR_FENCE,write_read,true,2,20290,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_02.jsonl
WR_FENCE,write_read,true,3,20387,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_03.jsonl
WR_FENCE,write_read,true,4,20484,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_04.jsonl
WR_FENCE,write_read,true,5,20581,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_05.jsonl
WR_FENCE,write_read,true,6,20678,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_06.jsonl
WR_FENCE,write_read,true,7,20775,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_07.jsonl
WR_FENCE,write_read,true,8,20872,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_08.jsonl
WR_FENCE,write_read,true,9,20969,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_09.jsonl
WR_FENCE,write_read,true,10,21066,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_10.jsonl
WR_FENCE,write_read,true,11,21163,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_11.jsonl
WR_FENCE,write_read,true,12,21260,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_12.jsonl
WR_FENCE,write_read,true,13,21357,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_13.jsonl
WR_FENCE,write_read,true,14,21454,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_14.jsonl
WR_FENCE,write_read,true,15,21551,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_15.jsonl
WR_FENCE,write_read,true,16,21648,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_16.jsonl
WR_FENCE,write_read,true,17,21745,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_17.jsonl
WR_FENCE,write_read,true,18,21842,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_18.jsonl
WR_FENCE,write_read,true,19,21939,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_19.jsonl
WR_FENCE,write_read,true,20,22036,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_20.jsonl
WR_FENCE,write_read,true,21,22133,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_21.jsonl
WR_FENCE,write_read,true,22,22230,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_22.jsonl
WR_FENCE,write_read,true,23,22327,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_23.jsonl
WR_FENCE,write_read,true,24,22424,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wr_fence_24.jsonl
CO-RR,coherence_read_read,false,0,19834,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_00.jsonl
CO-RR,coherence_read_read,false,1,19931,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_01.jsonl
CO-RR,coherence_read_read,false,2,20028,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_02.jsonl
CO-RR,coherence_read_read,false,3,20125,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_03.jsonl
CO-RR,coherence_read_read,false,4,20222,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_04.jsonl
CO-RR,coherence_read_read,false,5,20319,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_05.jsonl
CO-RR,coherence_read_read,false,6,20416,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_06.jsonl
CO-RR,coherence_read_read,false,7,20513,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_07.jsonl
CO-RR,coherence_read_read,false,8,20610,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_08.jsonl
CO-RR,coherence_read_read,false,9,20707,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_09.jsonl
CO-RR,coherence_read_read,false,10,20804,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_10.jsonl
CO-RR,coherence_read_read,false,11,20901,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_11.jsonl
CO-RR,coherence_read_read,false,12,20998,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_12.jsonl
CO-RR,coherence_read_read,false,13,21095,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_13.jsonl
CO-RR,coherence_read_read,false,14,21192,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_14.jsonl
CO-RR,coherence_read_read,false,15,21289,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_15.jsonl
CO-RR,coherence_read_read,false,16,21386,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_16.jsonl
CO-RR,coherence_read_read,false,17,21483,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_17.jsonl
CO-RR,coherence_read_read,false,18,21580,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_18.jsonl
CO-RR,coherence_read_read,false,19,21677,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_19.jsonl
CO-RR,coherence_read_read,false,20,21774,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_20.jsonl
CO-RR,coherence_read_read,false,21,21871,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_21.jsonl
CO-RR,coherence_read_read,false,22,21968,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_22.jsonl
CO-RR,coherence_read_read,false,23,22065,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_23.jsonl
CO-RR,coherence_read_read,false,24,22162,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_24.jsonl
CO-RR_FENCE,coherence_read_read,true,0,20282,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_00.jsonl
CO-RR_FENCE,coherence_read_read,true,1,20379,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_01.jsonl
CO-RR_FENCE,coherence_read_read,true,2,20476,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_02.jsonl
CO-RR_FENCE,coherence_read_read,true,3,20573,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_03.jsonl
CO-RR_FENCE,coherence_read_read,true,4,20670,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_04.jsonl
CO-RR_FENCE,coherence_read_read,true,5,20767,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_05.jsonl
CO-RR_FENCE,coherence_read_read,true,6,20864,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_06.jsonl
CO-RR_FENCE,coherence_read_read,true,7,20961,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_07.jsonl
CO-RR_FENCE,coherence_read_read,true,8,21058,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_08.jsonl
CO-RR_FENCE,coherence_read_read,true,9,21155,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_09.jsonl
CO-RR_FENCE,coherence_read_read,true,10,21252,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_10.jsonl
CO-RR_FENCE,coherence_read_read,true,11,21349,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_11.jsonl
CO-RR_FENCE,coherence_read_read,true,12,21446,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_12.jsonl
CO-RR_FENCE,coherence_read_read,true,13,21543,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_13.jsonl
CO-RR_FENCE,coherence_read_read,true,14,21640,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_14.jsonl
CO-RR_FENCE,coherence_read_read,true,15,21737,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_15.jsonl
CO-RR_FENCE,coherence_read_read,true,16,21834,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_16.jsonl
CO-RR_FENCE,coherence_read_read,true,17,21931,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_17.jsonl
CO-RR_FENCE,coherence_read_read,true,18,22028,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_18.jsonl
CO-RR_FENCE,coherence_read_read,true,19,22125,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_19.jsonl
CO-RR_FENCE,coherence_read_read,true,20,22222,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_20.jsonl
CO-RR_FENCE,coherence_read_read,true,21,22319,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_21.jsonl
CO-RR_FENCE,coherence_read_read,true,22,22416,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_22.jsonl
CO-RR_FENCE,coherence_read_read,true,23,22513,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_23.jsonl
CO-RR_FENCE,coherence_read_read,true,24,22610,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-rr_fence_24.jsonl
CO-WW,coherence_write_write,false,0,19844,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_00.jsonl
CO-WW,coherence_write_write,false,1,19941,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_01.jsonl
CO-WW,coherence_write_write,false,2,20038,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_02.jsonl
CO-WW,coherence_write_write,false,3,20135,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_03.jsonl
CO-WW,coherence_write_write,false,4,20232,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_04.jsonl
CO-WW,coherence_write_write,false,5,20329,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_05.jsonl
CO-WW,coherence_write_write,false,6,20426,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_06.jsonl
CO-WW,coherence_write_write,false,7,20523,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_07.jsonl
CO-WW,coherence_write_write,false,8,20620,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_08.jsonl
CO-WW,coherence_write_write,false,9,20717,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_09.jsonl
CO-WW,coherence_write_write,false,10,20814,0,3,"0,3",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_10.jsonl
CO-WW,coherence_write_write,false,11,20911,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_11.jsonl
CO-WW,coherence_write_write,false,12,21008,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_12.jsonl
CO-WW,coherence_write_write,false,13,21105,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_13.jsonl
CO-WW,coherence_write_write,false,14,21202,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_14.jsonl
CO-WW,coherence_write_write,false,15,21299,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_15.jsonl
CO-WW,coherence_write_write,false,16,21396,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_16.jsonl
CO-WW,coherence_write_write,false,17,21493,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_17.jsonl
CO-WW,coherence_write_write,false,18,21590,0,3,"0,3",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_18.jsonl
CO-WW,coherence_write_write,false,19,21687,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_19.jsonl
CO-WW,coherence_write_write,false,20,21784,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_20.jsonl
CO-WW,coherence_write_write,false,21,21881,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_21.jsonl
CO-WW,coherence_write_write,false,22,21978,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_22.jsonl
CO-WW,coherence_write_write,false,23,22075,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_23.jsonl
CO-WW,coherence_write_write,false,24,22172,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_24.jsonl
CO-WW_FENCE,coherence_write_write,true,0,20292,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_00.jsonl
CO-WW_FENCE,coherence_write_write,true,1,20389,0,3,"0,3",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_01.jsonl
CO-WW_FENCE,coherence_write_write,true,2,20486,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_02.jsonl
CO-WW_FENCE,coherence_write_write,true,3,20583,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_03.jsonl
CO-WW_FENCE,coherence_write_write,true,4,20680,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_04.jsonl
CO-WW_FENCE,coherence_write_write,true,5,20777,0,3,"0,3",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_05.jsonl
CO-WW_FENCE,coherence_write_write,true,6,20874,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_06.jsonl
CO-WW_FENCE,coherence_write_write,true,7,20971,0,3,"0,3",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_07.jsonl
CO-WW_FENCE,coherence_write_write,true,8,21068,0,3,"0,3",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_08.jsonl
CO-WW_FENCE,coherence_write_write,true,9,21165,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_09.jsonl
CO-WW_FENCE,coherence_write_write,true,10,21262,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_10.jsonl
CO-WW_FENCE,coherence_write_write,true,11,21359,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_11.jsonl
CO-WW_FENCE,coherence_write_write,true,12,21456,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_12.jsonl
CO-WW_FENCE,coherence_write_write,true,13,21553,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_13.jsonl
CO-WW_FENCE,coherence_write_write,true,14,21650,0,3,"0,3",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_14.jsonl
CO-WW_FENCE,coherence_write_write,true,15,21747,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_15.jsonl
CO-WW_FENCE,coherence_write_write,true,16,21844,0,3,"0,3",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_16.jsonl
CO-WW_FENCE,coherence_write_write,true,17,21941,0,3,"0,3",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_17.jsonl
CO-WW_FENCE,coherence_write_write,true,18,22038,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_18.jsonl
CO-WW_FENCE,coherence_write_write,true,19,22135,0,3,"0,3",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_19.jsonl
CO-WW_FENCE,coherence_write_write,true,20,22232,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_20.jsonl
CO-WW_FENCE,coherence_write_write,true,21,22329,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_21.jsonl
CO-WW_FENCE,coherence_write_write,true,22,22426,0,3,"0,3",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_22.jsonl
CO-WW_FENCE,coherence_write_write,true,23,22523,0,2,"0,2",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_23.jsonl
CO-WW_FENCE,coherence_write_write,true,24,22620,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/co-ww_fence_24.jsonl
WRC,write_read_causality,false,0,19715,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_00.jsonl
WRC,write_read_causality,false,1,19812,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_01.jsonl
WRC,write_read_causality,false,2,19909,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_02.jsonl
WRC,write_read_causality,false,3,20006,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_03.jsonl
WRC,write_read_causality,false,4,20103,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_04.jsonl
WRC,write_read_causality,false,5,20200,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_05.jsonl
WRC,write_read_causality,false,6,20297,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_06.jsonl
WRC,write_read_causality,false,7,20394,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_07.jsonl
WRC,write_read_causality,false,8,20491,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_08.jsonl
WRC,write_read_causality,false,9,20588,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_09.jsonl
WRC,write_read_causality,false,10,20685,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_10.jsonl
WRC,write_read_causality,false,11,20782,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_11.jsonl
WRC,write_read_causality,false,12,20879,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_12.jsonl
WRC,write_read_causality,false,13,20976,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_13.jsonl
WRC,write_read_causality,false,14,21073,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_14.jsonl
WRC,write_read_causality,false,15,21170,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_15.jsonl
WRC,write_read_causality,false,16,21267,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_16.jsonl
WRC,write_read_causality,false,17,21364,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_17.jsonl
