evidence_category,scenario,checker,status,first_mismatch
rtl_litmus_herd,CO-WW_FENCE:5,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:6,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:7,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:8,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:9,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:10,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:11,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:12,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:13,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:14,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:15,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:16,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:17,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:18,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:19,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:20,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:21,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:22,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:23,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,CO-WW_FENCE:24,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:0,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:1,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:2,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:3,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:4,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:5,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:6,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:7,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:8,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:9,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:10,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:11,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:12,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:13,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:14,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:15,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:16,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:17,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:18,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:19,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:20,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:21,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:22,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:23,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC:24,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:0,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:1,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:2,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:3,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:4,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:5,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:6,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:7,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:8,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:9,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:10,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:11,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:12,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:13,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:14,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:15,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:16,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:17,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:18,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:19,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:20,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:21,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:22,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:23,RTL+coherence_model+exact_herd7,PASS,none
rtl_litmus_herd,WRC_FENCE:24,RTL+coherence_model+exact_herd7,PASS,none
directed_rtl_final_state,sb_youngest_forward_h0,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,sb_youngest_forward_h1,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,sb_nonoverlap_bypass_h0,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,sb_nonoverlap_bypass_h1,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,sb_full_stall,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,sb_wrap_h0,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,sb_wrap_h1,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,fence_occupancy_two,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,mailbox_unfenced_overtake,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,mailbox_fenced_order,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,clean_conflict_h0,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,clean_conflict_h1,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,dirty_conflict_h0,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,dirty_conflict_h1,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,shared_upgrade_h0,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,shared_upgrade_h1,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,dirty_intervention_h0_h1,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,dirty_intervention_h1_h0,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,same_line_read_write,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,same_line_write_write,RTL+event_model+final_backing_and_cache_state,PASS,none
directed_rtl_final_state,dual_bank_overlap_end_to_end,RTL+event_model+final_backing_and_cache_state,PASS,none
operational_exploration,SB:0,operational_model_only,PASS,none
operational_exploration,SB:1,operational_model_only,PASS,none
operational_exploration,SB:2,operational_model_only,PASS,none
operational_exploration,SB:3,operational_model_only,PASS,none
operational_exploration,SB:4,operational_model_only,PASS,none
operational_exploration,SB:5,operational_model_only,PASS,none
operational_exploration,SB:6,operational_model_only,PASS,none
operational_exploration,SB:7,operational_model_only,PASS,none
operational_exploration,SB:8,operational_model_only,PASS,none
operational_exploration,SB:9,operational_model_only,PASS,none
operational_exploration,SB:10,operational_model_only,PASS,none
operational_exploration,SB:11,operational_model_only,PASS,none
operational_exploration,SB:12,operational_model_only,PASS,none
operational_exploration,SB:13,operational_model_only,PASS,none
operational_exploration,SB:14,operational_model_only,PASS,none
operational_exploration,SB:15,operational_model_only,PASS,none
operational_exploration,SB:16,operational_model_only,PASS,none
operational_exploration,SB:17,operational_model_only,PASS,none
operational_exploration,SB:18,operational_model_only,PASS,none
operational_exploration,SB:19,operational_model_only,PASS,none
operational_exploration,SB:20,operational_model_only,PASS,none
operational_exploration,SB:21,operational_model_only,PASS,none
operational_exploration,SB:22,operational_model_only,PASS,none
operational_exploration,SB:23,operational_model_only,PASS,none
operational_exploration,SB:24,operational_model_only,PASS,none
operational_exploration,SB_FENCE:0,operational_model_only,PASS,none
operational_exploration,SB_FENCE:1,operational_model_only,PASS,none
operational_exploration,SB_FENCE:2,operational_model_only,PASS,none
operational_exploration,SB_FENCE:3,operational_model_only,PASS,none
operational_exploration,SB_FENCE:4,operational_model_only,PASS,none
operational_exploration,SB_FENCE:5,operational_model_only,PASS,none
operational_exploration,SB_FENCE:6,operational_model_only,PASS,none
operational_exploration,SB_FENCE:7,operational_model_only,PASS,none
operational_exploration,SB_FENCE:8,operational_model_only,PASS,none
operational_exploration,SB_FENCE:9,operational_model_only,PASS,none
operational_exploration,SB_FENCE:10,operational_model_only,PASS,none
operational_exploration,SB_FENCE:11,operational_model_only,PASS,none
operational_exploration,SB_FENCE:12,operational_model_only,PASS,none
operational_exploration,SB_FENCE:13,operational_model_only,PASS,none
operational_exploration,SB_FENCE:14,operational_model_only,PASS,none
operational_exploration,SB_FENCE:15,operational_model_only,PASS,none
operational_exploration,SB_FENCE:16,operational_model_only,PASS,none
operational_exploration,SB_FENCE:17,operational_model_only,PASS,none
operational_exploration,SB_FENCE:18,operational_model_only,PASS,none
operational_exploration,SB_FENCE:19,operational_model_only,PASS,none
operational_exploration,SB_FENCE:20,operational_model_only,PASS,none
operational_exploration,SB_FENCE:21,operational_model_only,PASS,none
operational_exploration,SB_FENCE:22,operational_model_only,PASS,none
operational_exploration,SB_FENCE:23,operational_model_only,PASS,none
operational_exploration,SB_FENCE:24,operational_model_only,PASS,none
operational_exploration,MP:0,operational_model_only,PASS,none
operational_exploration,MP:1,operational_model_only,PASS,none
operational_exploration,MP:2,operational_model_only,PASS,none
operational_exploration,MP:3,operational_model_only,PASS,none
operational_exploration,MP:4,operational_model_only,PASS,none
operational_exploration,MP:5,operational_model_only,PASS,none
operational_exploration,MP:6,operational_model_only,PASS,none
operational_exploration,MP:7,operational_model_only,PASS,none
operational_exploration,MP:8,operational_model_only,PASS,none
operational_exploration,MP:9,operational_model_only,PASS,none
operational_exploration,MP:10,operational_model_only,PASS,none
operational_exploration,MP:11,operational_model_only,PASS,none
operational_exploration,MP:12,operational_model_only,PASS,none
operational_exploration,MP:13,operational_model_only,PASS,none
operational_exploration,MP:14,operational_model_only,PASS,none
operational_exploration,MP:15,operational_model_only,PASS,none
operational_exploration,MP:16,operational_model_only,PASS,none
operational_exploration,MP:17,operational_model_only,PASS,none
operational_exploration,MP:18,operational_model_only,PASS,none
operational_exploration,MP:19,operational_model_only,PASS,none
operational_exploration,MP:20,operational_model_only,PASS,none
operational_exploration,MP:21,operational_model_only,PASS,none
operational_exploration,MP:22,operational_model_only,PASS,none
operational_exploration,MP:23,operational_model_only,PASS,none
operational_exploration,MP:24,operational_model_only,PASS,none
operational_exploration,MP_FENCE:0,operational_model_only,PASS,none
operational_exploration,MP_FENCE:1,operational_model_only,PASS,none
operational_exploration,MP_FENCE:2,operational_model_only,PASS,none
operational_exploration,MP_FENCE:3,operational_model_only,PASS,none
operational_exploration,MP_FENCE:4,operational_model_only,PASS,none
operational_exploration,MP_FENCE:5,operational_model_only,PASS,none
operational_exploration,MP_FENCE:6,operational_model_only,PASS,none
operational_exploration,MP_FENCE:7,operational_model_only,PASS,none
operational_exploration,MP_FENCE:8,operational_model_only,PASS,none
operational_exploration,MP_FENCE:9,operational_model_only,PASS,none
operational_exploration,MP_FENCE:10,operational_model_only,PASS,none
operational_exploration,MP_FENCE:11,operational_model_only,PASS,none
operational_exploration,MP_FENCE:12,operational_model_only,PASS,none
operational_exploration,MP_FENCE:13,operational_model_only,PASS,none
operational_exploration,MP_FENCE:14,operational_model_only,PASS,none
operational_exploration,MP_FENCE:15,operational_model_only,PASS,none
operational_exploration,MP_FENCE:16,operational_model_only,PASS,none
operational_exploration,MP_FENCE:17,operational_model_only,PASS,none
operational_exploration,MP_FENCE:18,operational_model_only,PASS,none
operational_exploration,MP_FENCE:19,operational_model_only,PASS,none
operational_exploration,MP_FENCE:20,operational_model_only,PASS,none
operational_exploration,MP_FENCE:21,operational_model_only,PASS,none
operational_exploration,MP_FENCE:22,operational_model_only,PASS,none
operational_exploration,MP_FENCE:23,operational_model_only,PASS,none
operational_exploration,MP_FENCE:24,operational_model_only,PASS,none
operational_exploration,LB:0,operational_model_only,PASS,none
operational_exploration,LB:1,operational_model_only,PASS,none
operational_exploration,LB:2,operational_model_only,PASS,none
operational_exploration,LB:3,operational_model_only,PASS,none
operational_exploration,LB:4,operational_model_only,PASS,none
operational_exploration,LB:5,operational_model_only,PASS,none
operational_exploration,LB:6,operational_model_only,PASS,none
operational_exploration,LB:7,operational_model_only,PASS,none
operational_exploration,LB:8,operational_model_only,PASS,none
operational_exploration,LB:9,operational_model_only,PASS,none
operational_exploration,LB:10,operational_model_only,PASS,none
operational_exploration,LB:11,operational_model_only,PASS,none
operational_exploration,LB:12,operational_model_only,PASS,none
operational_exploration,LB:13,operational_model_only,PASS,none
operational_exploration,LB:14,operational_model_only,PASS,none
operational_exploration,LB:15,operational_model_only,PASS,none
operational_exploration,LB:16,operational_model_only,PASS,none
operational_exploration,LB:17,operational_model_only,PASS,none
operational_exploration,LB:18,operational_model_only,PASS,none
operational_exploration,LB:19,operational_model_only,PASS,none
operational_exploration,LB:20,operational_model_only,PASS,none
operational_exploration,LB:21,operational_model_only,PASS,none
operational_exploration,LB:22,operational_model_only,PASS,none
operational_exploration,LB:23,operational_model_only,PASS,none
operational_exploration,LB:24,operational_model_only,PASS,none
operational_exploration,LB_FENCE:0,operational_model_only,PASS,none
operational_exploration,LB_FENCE:1,operational_model_only,PASS,none
operational_exploration,LB_FENCE:2,operational_model_only,PASS,none
operational_exploration,LB_FENCE:3,operational_model_only,PASS,none
operational_exploration,LB_FENCE:4,operational_model_only,PASS,none
operational_exploration,LB_FENCE:5,operational_model_only,PASS,none
operational_exploration,LB_FENCE:6,operational_model_only,PASS,none
operational_exploration,LB_FENCE:7,operational_model_only,PASS,none
operational_exploration,LB_FENCE:8,operational_model_only,PASS,none
operational_exploration,LB_FENCE:9,operational_model_only,PASS,none
operational_exploration,LB_FENCE:10,operational_model_only,PASS,none
operational_exploration,LB_FENCE:11,operational_model_only,PASS,none
operational_exploration,LB_FENCE:12,operational_model_only,PASS,none
operational_exploration,LB_FENCE:13,operational_model_only,PASS,none
operational_exploration,LB_FENCE:14,operational_model_only,PASS,none
operational_exploration,LB_FENCE:15,operational_model_only,PASS,none
operational_exploration,LB_FENCE:16,operational_model_only,PASS,none
operational_exploration,LB_FENCE:17,operational_model_only,PASS,none
operational_exploration,LB_FENCE:18,operational_model_only,PASS,none
operational_exploration,LB_FENCE:19,operational_model_only,PASS,none
operational_exploration,LB_FENCE:20,operational_model_only,PASS,none
operational_exploration,LB_FENCE:21,operational_model_only,PASS,none
operational_exploration,LB_FENCE:22,operational_model_only,PASS,none
operational_exploration,LB_FENCE:23,operational_model_only,PASS,none
operational_exploration,LB_FENCE:24,operational_model_only,PASS,none
operational_exploration,RW:0,operational_model_only,PASS,none
operational_exploration,RW:1,operational_model_only,PASS,none
operational_exploration,RW:2,operational_model_only,PASS,none
operational_exploration,RW:3,operational_model_only,PASS,none
operational_exploration,RW:4,operational_model_only,PASS,none
operational_exploration,RW:5,operational_model_only,PASS,none
operational_exploration,RW:6,operational_model_only,PASS,none
operational_exploration,RW:7,operational_model_only,PASS,none
operational_exploration,RW:8,operational_model_only,PASS,none
operational_exploration,RW:9,operational_model_only,PASS,none
operational_exploration,RW:10,operational_model_only,PASS,none
operational_exploration,RW:11,operational_model_only,PASS,none
operational_exploration,RW:12,operational_model_only,PASS,none
operational_exploration,RW:13,operational_model_only,PASS,none
operational_exploration,RW:14,operational_model_only,PASS,none
operational_exploration,RW:15,operational_model_only,PASS,none
operational_exploration,RW:16,operational_model_only,PASS,none
operational_exploration,RW:17,operational_model_only,PASS,none
operational_exploration,RW:18,operational_model_only,PASS,none
operational_exploration,RW:19,operational_model_only,PASS,none
operational_exploration,RW:20,operational_model_only,PASS,none
operational_exploration,RW:21,operational_model_only,PASS,none
operational_exploration,RW:22,operational_model_only,PASS,none
operational_exploration,RW:23,operational_model_only,PASS,none
operational_exploration,RW:24,operational_model_only,PASS,none
operational_exploration,RW_FENCE:0,operational_model_only,PASS,none
operational_exploration,RW_FENCE:1,operational_model_only,PASS,none
operational_exploration,RW_FENCE:2,operational_model_only,PASS,none
operational_exploration,RW_FENCE:3,operational_model_only,PASS,none
operational_exploration,RW_FENCE:4,operational_model_only,PASS,none
operational_exploration,RW_FENCE:5,operational_model_only,PASS,none
operational_exploration,RW_FENCE:6,operational_model_only,PASS,none
operational_exploration,RW_FENCE:7,operational_model_only,PASS,none
operational_exploration,RW_FENCE:8,operational_model_only,PASS,none
operational_exploration,RW_FENCE:9,operational_model_only,PASS,none
operational_exploration,RW_FENCE:10,operational_model_only,PASS,none
operational_exploration,RW_FENCE:11,operational_model_only,PASS,none
operational_exploration,RW_FENCE:12,operational_model_only,PASS,none
operational_exploration,RW_FENCE:13,operational_model_only,PASS,none
operational_exploration,RW_FENCE:14,operational_model_only,PASS,none
operational_exploration,RW_FENCE:15,operational_model_only,PASS,none
operational_exploration,RW_FENCE:16,operational_model_only,PASS,none
operational_exploration,RW_FENCE:17,operational_model_only,PASS,none
operational_exploration,RW_FENCE:18,operational_model_only,PASS,none
operational_exploration,RW_FENCE:19,operational_model_only,PASS,none
operational_exploration,RW_FENCE:20,operational_model_only,PASS,none
operational_exploration,RW_FENCE:21,operational_model_only,PASS,none
operational_exploration,RW_FENCE:22,operational_model_only,PASS,none
operational_exploration,RW_FENCE:23,operational_model_only,PASS,none
operational_exploration,RW_FENCE:24,operational_model_only,PASS,none
operational_exploration,WR:0,operational_model_only,PASS,none
operational_exploration,WR:1,operational_model_only,PASS,none
operational_exploration,WR:2,operational_model_only,PASS,none
operational_exploration,WR:3,operational_model_only,PASS,none
operational_exploration,WR:4,operational_model_only,PASS,none
operational_exploration,WR:5,operational_model_only,PASS,none
operational_exploration,WR:6,operational_model_only,PASS,none
operational_exploration,WR:7,operational_model_only,PASS,none
operational_exploration,WR:8,operational_model_only,PASS,none
operational_exploration,WR:9,operational_model_only,PASS,none
operational_exploration,WR:10,operational_model_only,PASS,none
operational_exploration,WR:11,operational_model_only,PASS,none
operational_exploration,WR:12,operational_model_only,PASS,none
operational_exploration,WR:13,operational_model_only,PASS,none
operational_exploration,WR:14,operational_model_only,PASS,none
operational_exploration,WR:15,operational_model_only,PASS,none
operational_exploration,WR:16,operational_model_only,PASS,none
operational_exploration,WR:17,operational_model_only,PASS,none
operational_exploration,WR:18,operational_model_only,PASS,none
operational_exploration,WR:19,operational_model_only,PASS,none
operational_exploration,WR:20,operational_model_only,PASS,none
operational_exploration,WR:21,operational_model_only,PASS,none
operational_exploration,WR:22,operational_model_only,PASS,none
operational_exploration,WR:23,operational_model_only,PASS,none
operational_exploration,WR:24,operational_model_only,PASS,none
operational_exploration,WR_FENCE:0,operational_model_only,PASS,none
operational_exploration,WR_FENCE:1,operational_model_only,PASS,none
operational_exploration,WR_FENCE:2,operational_model_only,PASS,none
operational_exploration,WR_FENCE:3,operational_model_only,PASS,none
operational_exploration,WR_FENCE:4,operational_model_only,PASS,none
operational_exploration,WR_FENCE:5,operational_model_only,PASS,none
operational_exploration,WR_FENCE:6,operational_model_only,PASS,none
operational_exploration,WR_FENCE:7,operational_model_only,PASS,none
operational_exploration,WR_FENCE:8,operational_model_only,PASS,none
operational_exploration,WR_FENCE:9,operational_model_only,PASS,none
operational_exploration,WR_FENCE:10,operational_model_only,PASS,none
operational_exploration,WR_FENCE:11,operational_model_only,PASS,none
operational_exploration,WR_FENCE:12,operational_model_only,PASS,none
operational_exploration,WR_FENCE:13,operational_model_only,PASS,none
operational_exploration,WR_FENCE:14,operational_model_only,PASS,none
operational_exploration,WR_FENCE:15,operational_model_only,PASS,none
operational_exploration,WR_FENCE:16,operational_model_only,PASS,none
operational_exploration,WR_FENCE:17,operational_model_only,PASS,none
operational_exploration,WR_FENCE:18,operational_model_only,PASS,none
operational_exploration,WR_FENCE:19,operational_model_only,PASS,none
operational_exploration,WR_FENCE:20,operational_model_only,PASS,none
operational_exploration,WR_FENCE:21,operational_model_only,PASS,none
operational_exploration,WR_FENCE:22,operational_model_only,PASS,none
operational_exploration,WR_FENCE:23,operational_model_only,PASS,none
operational_exploration,WR_FENCE:24,operational_model_only,PASS,none
operational_exploration,CO-RR:0,operational_model_only,PASS,none
operational_exploration,CO-RR:1,operational_model_only,PASS,none
operational_exploration,CO-RR:2,operational_model_only,PASS,none
operational_exploration,CO-RR:3,operational_model_only,PASS,none
operational_exploration,CO-RR:4,operational_model_only,PASS,none
operational_exploration,CO-RR:5,operational_model_only,PASS,none
operational_exploration,CO-RR:6,operational_model_only,PASS,none
operational_exploration,CO-RR:7,operational_model_only,PASS,none
operational_exploration,CO-RR:8,operational_model_only,PASS,none
operational_exploration,CO-RR:9,operational_model_only,PASS,none
operational_exploration,CO-RR:10,operational_model_only,PASS,none
operational_exploration,CO-RR:11,operational_model_only,PASS,none
operational_exploration,CO-RR:12,operational_model_only,PASS,none
operational_exploration,CO-RR:13,operational_model_only,PASS,none
operational_exploration,CO-RR:14,operational_model_only,PASS,none
operational_exploration,CO-RR:15,operational_model_only,PASS,none
operational_exploration,CO-RR:16,operational_model_only,PASS,none
operational_exploration,CO-RR:17,operational_model_only,PASS,none
operational_exploration,CO-RR:18,operational_model_only,PASS,none
operational_exploration,CO-RR:19,operational_model_only,PASS,none
operational_exploration,CO-RR:20,operational_model_only,PASS,none
operational_exploration,CO-RR:21,operational_model_only,PASS,none
operational_exploration,CO-RR:22,operational_model_only,PASS,none
operational_exploration,CO-RR:23,operational_model_only,PASS,none
operational_exploration,CO-RR:24,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:0,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:1,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:2,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:3,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:4,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:5,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:6,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:7,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:8,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:9,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:10,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:11,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:12,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:13,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:14,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:15,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:16,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:17,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:18,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:19,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:20,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:21,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:22,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:23,operational_model_only,PASS,none
operational_exploration,CO-RR_FENCE:24,operational_model_only,PASS,none
operational_exploration,CO-WW:0,operational_model_only,PASS,none
operational_exploration,CO-WW:1,operational_model_only,PASS,none
operational_exploration,CO-WW:2,operational_model_only,PASS,none
operational_exploration,CO-WW:3,operational_model_only,PASS,none
operational_exploration,CO-WW:4,operational_model_only,PASS,none
operational_exploration,CO-WW:5,operational_model_only,PASS,none
operational_exploration,CO-WW:6,operational_model_only,PASS,none
operational_exploration,CO-WW:7,operational_model_only,PASS,none
operational_exploration,CO-WW:8,operational_model_only,PASS,none
operational_exploration,CO-WW:9,operational_model_only,PASS,none
operational_exploration,CO-WW:10,operational_model_only,PASS,none
operational_exploration,CO-WW:11,operational_model_only,PASS,none
operational_exploration,CO-WW:12,operational_model_only,PASS,none
operational_exploration,CO-WW:13,operational_model_only,PASS,none
operational_exploration,CO-WW:14,operational_model_only,PASS,none
operational_exploration,CO-WW:15,operational_model_only,PASS,none
operational_exploration,CO-WW:16,operational_model_only,PASS,none
operational_exploration,CO-WW:17,operational_model_only,PASS,none
operational_exploration,CO-WW:18,operational_model_only,PASS,none
operational_exploration,CO-WW:19,operational_model_only,PASS,none
operational_exploration,CO-WW:20,operational_model_only,PASS,none
operational_exploration,CO-WW:21,operational_model_only,PASS,none
operational_exploration,CO-WW:22,operational_model_only,PASS,none
operational_exploration,CO-WW:23,operational_model_only,PASS,none
operational_exploration,CO-WW:24,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:0,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:1,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:2,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:3,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:4,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:5,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:6,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:7,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:8,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:9,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:10,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:11,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:12,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:13,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:14,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:15,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:16,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:17,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:18,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:19,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:20,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:21,operational_model_only,PASS,none
operational_exploration,CO-WW_FENCE:22,operational_model_only,PASS,none
