backpressure_percent,kind,id,latency_cycles,error,trace
75,dirty-miss,88,42,0,build/verilator/traces/performance_bp_75.csv
75,clean-miss,89,26,0,build/verilator/traces/performance_bp_75.csv
75,dirty-miss,90,42,0,build/verilator/traces/performance_bp_75.csv
75,dirty-miss,91,42,0,build/verilator/traces/performance_bp_75.csv
75,dirty-miss,92,45,0,build/verilator/traces/performance_bp_75.csv
75,clean-miss,93,21,0,build/verilator/traces/performance_bp_75.csv
75,dirty-miss,94,45,0,build/verilator/traces/performance_bp_75.csv
75,hit,95,2,0,build/verilator/traces/performance_bp_75.csv
75,clean-miss,96,23,0,build/verilator/traces/performance_bp_75.csv
75,dirty-miss,97,42,0,build/verilator/traces/performance_bp_75.csv
75,dirty-miss,98,45,0,build/verilator/traces/performance_bp_75.csv
75,hit,99,2,0,build/verilator/traces/performance_bp_75.csv
75,clean-miss,100,23,0,build/verilator/traces/performance_bp_75.csv
75,dirty-miss,101,42,0,build/verilator/traces/performance_bp_75.csv
75,maintenance-flush,-1,169,0,build/verilator/traces/performance_bp_75.csv
75,clean-miss,102,24,0,build/verilator/traces/performance_bp_75.csv
75,maintenance-invalidate,-1,129,0,build/verilator/traces/performance_bp_75.csv
75,clean-miss,103,23,0,build/verilator/traces/performance_bp_75.csv
75,maintenance-flush-invalidate,-1,148,0,build/verilator/traces/performance_bp_75.csv
